variable ordering: c, dt, v, F0, F, dt0, L0, L, m0, u0, m, u
.9927*c^2*m0^2*u0-.9895*c^2*u0*m^2+.9992*v^2*u0*m^2
1.0032*c^2*L0^2-.9984*c^2*L^2-1.0011*v^2*L0^2
points:
5.23744+2.73747*ii, -.204805+.0536616*ii, -1.69975+7.41383*ii, 2.6841+1.19037*ii, -4.56903-1.19715*ii, -1.2548+4.96229*ii, -1.0018-.065121*ii, 1.60648-.15375*ii, 3.38347-9.71769*ii, 1.7792e-15+1.47062e-16*ii, 2.50285+.426734*ii, -5.05111e-16-5.49968e-16*ii
5.66495-.786153*ii, 8.90654+4.28284*ii, 6.02244-1.27566*ii, .0100956+.210751*ii, .0911909-.0438505*ii, -.874762-.145806*ii, -1.44297-13.1745*ii, 5.34622-3.14742*ii, -6.48725-6.4461*ii, -3.45781e-16+7.3365e-16*ii, -10.5469+.46058*ii, 8.09573e-16-2.90901e-16*ii
-.654405+.944821*ii, -.448686-.351945*ii, 3.45823-1.28869*ii, -.534423-.137*ii, -1.37979+1.08229*ii, 3.37638+.178317*ii, .36071-.971923*ii, -1.74459-2.7823*ii, -2.10819-.351504*ii, -2.56901e-16-4.58964e-16*ii, -.955047-2.03723*ii, 3.90742e-16-3.26796e-16*ii
12.5448+20.4136*ii, 26.9566+.13977*ii, -12.4714-20.2941*ii, -15.495+24.8026*ii, .0370957-.00019234*ii, -3.23011-6.94743*ii, -18.1158-29.8287*ii, -2.12892-3.50582*ii, 3.0245+3.64876*ii, -2.46163e-15-3.54348e-15*ii, -19.4448+17.4906*ii, 8.36066e-16-4.13468e-15*ii
-1.26581-.170026*ii, .210384-1.64*ii, .709169+1.24518*ii, -.10847+.436102*ii, .076955+.599884*ii, 2.18708+1.16825*ii, .152933+1.40965*ii, -.875522-1.69473*ii, -.839955+.497093*ii, 2.58943e-16-1.65129e-17*ii, 2.45803-1.51554*ii, -1.45985e-16-2.50687e-16*ii
-.061511+1.13479*ii, -.76165-.354828*ii, 2.13888-1.58078*ii, .487131+.0835073*ii, -1.0788+.50258*ii, 2.13709-.581604*ii, -.131-1.13736*ii, -1.81131-2.0681*ii, -.761462-.314897*ii, -4.49831e-16-2.52371e-16*ii, -1.61364-1.26528*ii, 2.86237e-17-4.46354e-18*ii
.660943-.838558*ii, -.974101+1.05006*ii, -.671359+.85265*ii, 2.4337-2.20599*ii, -.474826-.51185*ii, -1.48485+.255755*ii, -.137073+.023672*ii, -.00457527-.0240926*ii, .840285-2.18876*ii, 4.49421e-16+7.15316e-16*ii, -.630068+.637687*ii, -3.14325e-16+9.72372e-16*ii
5.58748-1.04094*ii, 8.95237+4.51825*ii, 5.9333-1.52964*ii, -.0172524-.207628*ii, .0890256-.0449311*ii, -1.14845-.154628*ii, -1.59366-13.2334*ii, 5.37976-3.1261*ii, -6.63726-6.41818*ii, -2.51199e-15+1.46895e-15*ii, -10.7344+.85793*ii, -2.87841e-16-1.71166e-15*ii
-.610089-.637791*ii, 2.14085-.837954*ii, 1.25793+.122426*ii, -.286821+.0732225*ii, .40505+.158541*ii, 1.15138+.826534*ii, -.732629-1.29202*ii, .226405-2.1659*ii, -1.886+.114218*ii, -1.92865e-16-2.20614e-16*ii, -.0677981-.336425*ii, -2.20476e-16-1.18632e-16*ii
.796865-1.4924*ii, .714725-.385596*ii, -.453854+1.45906*ii, 1.99042+.071284*ii, 1.08371+.584665*ii, .109547+.0096454*ii, -.182795+.385655*ii, .206235-.167922*ii, -.662425-.669313*ii, -7.11704e-17+7.50757e-16*ii, .885557-.543357*ii, -1.88017e-16+2.59094e-16*ii
.368029-1.41937*ii, 3.25226-1.32635*ii, -.732829+1.75388*ii, -.0205483+.319729*ii, .263631+.107515*ii, -.07862+2.23452*ii, -2.2218-.436685*ii, .993908-1.72588*ii, -1.67677-.925136*ii, 1.6402e-16+7.50113e-17*ii, 1.71632+1.58889*ii, 1.68685e-16+2.09361e-16*ii
1.15706-.19885*ii, -.158787-.152037*ii, 6.61041+1.11359*ii, -.718966-.35651*ii, -3.28557+3.1459*ii, 5.99002+2.53828*ii, .588096-.429161*ii, -1.15039-3.94857*ii, -5.75833-3.71697*ii, -7.13102e-16-1.20995e-15*ii, .621599-3.35417*ii, -1.08353e-16-2.35196e-17*ii
-.701295+.257587*ii, .710127-.319116*ii, -1.44954+.007803*ii, .020347+.729457*ii, 1.1716+.526494*ii, .48265-.403521*ii, .161369+.482701*ii, -.884277-.115035*ii, .487713+1.12737*ii, 7.38439e-16+9.27843e-17*ii, 1.18985-.425029*ii, 1.33682e-16-5.59846e-16*ii
-.271067-.478091*ii, .997421-.163278*ii, -.592177+.129702*ii, .678432-.002607*ii, .976419+.15984*ii, .0488731-.198701*ii, -.198346-.352243*ii, -.200905-.554167*ii, -.184169+.314909*ii, -1.45743e-16+1.13538e-16*ii, .173398-.149517*ii, -1.79495e-16+1.20316e-16*ii
4.53842+3.40975*ii, 3.53633+6.49165*ii, -4.15981-3.34039*ii, -.261908+.284862*ii, .0647122-.118792*ii, -4.7962-2.76874*ii, -.594648-7.58575*ii, .818679+2.65983*ii, 2.70724-3.91397*ii, -2.98521e-16-2.34743e-16*ii, -7.19852+3.8011*ii, -1.53601e-15+7.24599e-16*ii
1.55279+1.6301*ii, -.593433+.120588*ii, -.927305+1.00614*ii, 1.37848+.30558*ii, -1.61829-.328842*ii, -.239972+.718642*ii, -.661523-.44454*ii, -.78411-.507229*ii, 1.72748-2.7715*ii, -1.23927e-16-2.92989e-16*ii, -.14615+.316356*ii, -5.67871e-16-8.48932e-17*ii
-5.65109+18.2271*ii, 5.0687-10.9387*ii, -5.61809+18.1204*ii, -13.9337+21.8177*ii, .0348729+.0752591*ii, 13.5627+10.3972*ii, 9.2272+8.32701*ii, -1.08464-.978165*ii, 11.4795+1.93081*ii, -1.43632e-15-3.60903e-15*ii, 24.4927-16.2309*ii, -8.1947e-15-1.55872e-15*ii
-16.2508-16.7291*ii, -24.7474-6.20542*ii, 16.1556+16.6311*ii, 12.9083-19.9473*ii, -.0380178+.00953296*ii, 9.99666+6.55801*ii, 16.1181+27.8211*ii, -1.89406-3.27004*ii, -4.65069+1.59274*ii, 1.23207e-15-1.24284e-15*ii, 19.2816-20.6105*ii, -9.02495e-16+5.88195e-15*ii
-.986118-1.74945*ii, .389523+.0362491*ii, -1.98479-.400482*ii, 1.85543-.907897*ii, 2.5452-.236857*ii, -1.3973-1.48766*ii, .0294629+.484385*ii, -.176657+.574063*ii, .638308+1.87886*ii, 2.50215e-16+6.79709e-16*ii, .0557684+.303278*ii, -3.78666e-16+3.51645e-16*ii
17.5032+15.5382*ii, 24.3544+8.51073*ii, -17.4007-15.4471*ii, -9.55433+17.0621*ii, .0365918-.0127871*ii, -11.8474-6.53997*ii, -15.8836-28.4999*ii, 1.86637+3.34994*ii, 5.36978-4.89759*ii, -8.23635e-15+5.68713e-15*ii, -20.3256+21.1215*ii, -4.32096e-15-2.68713e-15*ii
-.773337+3.95379*ii, -1.39702+2.31536*ii, .444395-4.80147*ii, -.503212+.123393*ii, -.191044-.316628*ii, .493449-3.56075*ii, 1.58721-3.4892*ii, -2.6782-.31356*ii, 2.34891+1.15652*ii, 8.49019e-16+9.87342e-16*ii, -5.08222-1.33593*ii, -1.69885e-15-3.19399e-16*ii
-.322038-.756814*ii, 1.53857-.62647*ii, 1.13379+.261845*ii, .37931-.0185652*ii, .557522+.22701*ii, 1.00066+.400716*ii, -.375446-1.01219*ii, .133629-1.70355*ii, -1.55404-.044223*ii, 3.1673e-17-9.23905e-17*ii, -.165205-.668924*ii, -2.44973e-16-2.49178e-16*ii
3.98212+2.92109*ii, 2.54208+6.19758*ii, -3.5775-2.87435*ii, .234972-.30509*ii, .0566515-.138116*ii, -4.40027-2.66988*ii, -.031048-6.59725*ii, .655525+2.56776*ii, 2.63966-3.75414*ii, -8.711e-17+2.40603e-15*ii, -6.60225+3.02395*ii, -1.95273e-15-5.08732e-16*ii
-1.89832-1.22544*ii, -.104405-2.32493*ii, .972355+1.76744*ii, .2145-.407092*ii, -.0192764+.429254*ii, 2.19293+1.87417*ii, -.229067+2.44385*ii, -.766936-2.16451*ii, -1.34612+.696542*ii, 2.19534e-16+4.6360e-18*ii, 3.37523-1.22981*ii, -2.1258e-16-3.33937e-16*ii
-.54552-19.5042*ii, -3.91247+11.0673*ii, -.54224-19.3899*ii, 10.1606-26.5898*ii, -.0283941-.0803188*ii, -15.5816-6.93269*ii, -11.781-3.79287*ii, -1.38485-.445362*ii, -10.5236+1.56288*ii, -1.79974e-15+1.23525e-15*ii, -18.5832+22.2208*ii, -7.46831e-16+1.66406e-15*ii
-.289849-.492111*ii, .6787-.282768*ii, -.571237+.368632*ii, .797838+.355142*ii, 1.25548+.523071*ii, .519862-.441291*ii, .265589+.189539*ii, -.420406-.285112*ii, -.188473+.5882*ii, 3.99005e-16+1.5168e-16*ii, .697763-.822858*ii, 1.27404e-16-3.89644e-17*ii
-.494706-.164456*ii, 1.16087-.4577*ii, .538227+.811575*ii, .181437+.393385*ii, .745528+.293941*ii, 1.09826+.339236*ii, .410404-.436316*ii, -.006913-1.10459*ii, -.704842+.032397*ii, -1.87144e-16+2.54068e-16*ii, .596457-1.31713*ii, -1.84135e-16+4.04294e-17*ii
-.41241+.193948*ii, .962126-.190695*ii, -.828432-.080248*ii, .274955+.518364*ii, 1.00008+.198217*ii, .288542-.39476*ii, .0193191-.385938*ii, -.495963-.448901*ii, .249485+.628108*ii, -1.31743e-17+5.10511e-17*ii, .256916-.40071*ii, 1.64183e-16-7.45788e-16*ii
-1.24389-.388846*ii, 1.39193-.086842*ii, 1.12984+1.32826*ii, -.397083-.393371*ii, .715641+.044649*ii, 1.10813+.992976*ii, 1.03297-.530152*ii, .554336-1.37823*ii, -1.03023-.166588*ii, -1.13681e-16-2.47368e-16*ii, .811771-1.68872*ii, 1.40904e-16+6.54314e-16*ii
9.04203-11.1774*ii, -8.06079+9.62274*ii, 8.98913-11.112*ii, 18.0712-14.371*ii, -.0511558-.0610683*ii, -7.63181-11.863*ii, -1.87223-9.56501*ii, .219926+1.12371*ii, -6.29013-6.95966*ii, -2.94451e-15+1.30298e-15*ii, -23.6687+3.33614*ii, 4.70642e-15+3.26371e-15*ii
-10.8657-20.6548*ii, -25.9221+2.01077*ii, 10.8021+20.5339*ii, 17.8738-26.4391*ii, -.0383463-.00297452*ii, 1.39394+6.77934*ii, 17.4614+27.75*ii, 2.05205+3.26149*ii, -2.34668-6.62781*ii, 3.1871e-15+2.71047e-15*ii, 17.6146-16.1965*ii, -4.20353e-15-1.51531e-15*ii
-.009191+2.90314*ii, -1.32511+1.95626*ii, -.416358-3.61171*ii, .499965-.152319*ii, -.237353-.350404*ii, -.301035-2.89278*ii, .794534-2.62659*ii, -2.19539+.026327*ii, 2.33643+.328984*ii, -1.28826e-16-1.12098e-15*ii, -4.10733-.422455*ii, -6.39964e-16+1.02003e-15*ii
-.959589+.63554*ii, 1.21428-.231967*ii, -.939187+1.03516*ii, -.638391+.660375*ii, .794538+.151782*ii, .632262+.605773*ii, .608117+.129832*ii, -.200571-.505614*ii, .481934+.343171*ii, -8.399e-19-1.51789e-16*ii, 1.56574-.888353*ii, -8.6661e-18+1.30716e-16*ii
-5.09275+3.29065*ii, -7.42605-2.118*ii, -5.5867+3.739*ii, .0508739+.256228*ii, -.124531+.0355178*ii, 1.75765+.900582*ii, 4.20094+10.4643*ii, -4.83085+2.44466*ii, 7.71023+3.03147*ii, 9.82515e-16-1.78371e-15*ii, 9.99666-3.67393*ii, 4.71653e-16+1.88723e-15*ii
-.40947-.629081*ii, .238649-.670885*ii, 1.83914+.256721*ii, .461278+.309456*ii, .470671+1.32314*ii, 2.52534-.060614*ii, .619122+.263222*ii, -.859864-1.46182*ii, -1.966+.302384*ii, -3.11749e-16-1.72077e-16*ii, .715303-2.13788*ii, 8.28274e-16+4.48053e-17*ii
-2.72955-.574626*ii, .202173+.455759*ii, -2.34004+.148346*ii, .102293-2.74454*ii, .813276-1.83337*ii, -2.43847+.740409*ii, -.082560+.502826*ii, .19064-.322271*ii, 2.00106+.923151*ii, 4.62875e-16+7.99608e-17*ii, .591488+1.58482*ii, -3.3822e-16+1.92694e-16*ii
-5.31597+2.93248*ii, -7.38431-1.98279*ii, -5.82985+3.37533*ii, -.0413093-.258619*ii, -.126315+.0339173*ii, 1.42613+.946067*ii, 3.8725+10.5819*ii, -4.88524+2.42547*ii, 7.53944+3.24637*ii, 2.35292e-16-1.2933e-15*ii, 9.95776-3.03581*ii, 4.84786e-16+1.92534e-15*ii
-.232863+.140365*ii, -.355983-.672723*ii, 1.19893-.544316*ii, .257579+.0985329*ii, -.614525+1.16131*ii, 2.19338+.137452*ii, -.30196+.38664*ii, -1.64841-1.64532*ii, -1.28445-.02112*ii, 2.41429e-16+1.6452e-16*ii, .476266-.88576*ii, 2.11727e-16-1.47571e-16*ii
-1.66685-.25046*ii, .0155-.774014*ii, 3.85314-.31407*ii, -.59249-.157946*ii, .025861+1.29145*ii, 3.87138+.217265*ii, 1.35806-.15286*ii, -1.09874-2.64684*ii, -2.87453+.783965*ii, -1.59351e-16-6.42824e-16*ii, .291803-3.31614*ii, 9.18045e-16+2.75602e-16*ii
-.302506+1.13157*ii, -.453444+.499097*ii, -.757276+1.62982*ii, .630996-1.04416*ii, -.997218-1.09762*ii, -.732867+1.31985*ii, .457686-.131689*ii, .006978-.57473*ii, 1.93434-2.09675*ii, 4.52125e-16+2.05939e-17*ii, .424034-.177957*ii, 1.65586e-17+3.55398e-17*ii
-.310431+1.55291*ii, -.238129+.252139*ii, -1.85598+2.51539*ii, .404968-1.51463*ii, -1.9798-2.09628*ii, -1.91089+2.74376*ii, -.501366+.031326*ii, .434736-.81085*ii, 3.02964-3.16839*ii, 9.98547e-17-8.31434e-17*ii, 1.04837+1.32376*ii, 3.28633e-16+5.36914e-16*ii
.532185-.799148*ii, -1.02945+1.21069*ii, -.540707+.807585*ii, 2.339-2.28828*ii, -.407616-.479378*ii, -1.41105+.174623*ii, .119065-.0212386*ii, .00119877+.0183602*ii, .818987-2.12704*ii, -6.22498e-20-2.18876e-19*ii, -.700109+.422844*ii, 3.55872e-20-1.56092e-19*ii
.54098-1.22962*ii, 3.1992-.056454*ii, -.881567+1.55313*ii, -.0703039-.335428*ii, .312481+.0055141*ii, -.771162+1.90807*ii, -1.57293-1.13291*ii, 1.31622-1.15135*ii, -1.33105-1.48355*ii, 1.74473e-16+4.83143e-17*ii, .823325+1.61715*ii, 4.76544e-16-6.77248e-16*ii
-2.81039-.742972*ii, 1.05205+2.61507*ii, -2.79748-.730489*ii, -2.08767-4.02351*ii, .13241-.32913*ii, -2.41716+1.50317*ii, -.0590691+.450938*ii, -.0185272+.0509897*ii, .49595+.345826*ii, 1.04531e-15+4.40001e-16*ii, 1.01202+3.06556*ii, 5.93083e-16+7.28993e-16*ii
.455392-.0882463*ii, -.213476-.25665*ii, 2.91084-.161218*ii, -.408365-.252789*ii, -1.91559+2.30301*ii, 3.60614+1.24938*ii, -.353098+.326094*ii, -1.70194-2.45552*ii, -3.26937-1.54882*ii, -5.34443e-16-1.4719e-15*ii, .802436-1.16294*ii, 7.32421e-16+6.03136e-16*ii
-.323983-1.99321*ii, .369157+.0162368*ii, -.962686-.852579*ii, 2.6224-.670573*ii, 2.70364-.118915*ii, -1.07502-2.2161*ii, .0323897-.371911*ii, -.107245+.358723*ii, .030652+1.70976*ii, 1.18535e-16+7.87716e-17*ii, -1.19754-.247134*ii, 6.05546e-17+1.26542e-16*ii
-1.59253-.861297*ii, .206697+2.58976*ii, -1.57711-.849326*ii, -.367827-3.79333*ii, .0306237-.383692*ii, -2.18037+.515797*ii, .164493-.302635*ii, -.0286505+.0444692*ii, .390902-.471642*ii, 3.24361e-16-3.95285e-17*ii, -.573185+2.07841*ii, -3.77801e-16-5.31242e-16*ii
3.76873+2.11555*ii, -.270144+.0082901*ii, 1.43162+7.05491*ii, 1.75483+1.1518*ii, -3.69825-.11349*ii, 1.41126+4.43687*ii, 1.02333-.069317*ii, 1.47259-1.04198*ii, 1.00836-8.26771*ii, 1.98279e-16-4.00967e-17*ii, 2.54555-2.63604*ii, 1.48034e-15-5.46423e-16*ii
-1.97913-.358047*ii, .836436+.425759*ii, -2.39532-.342556*ii, -.540033-1.45415*ii, .949528-.483325*ii, -1.31194+.391214*ii, -.32315+.549463*ii, -.393977-.172606*ii, .991451+1.23865*ii, 2.93321e-16-3.02434e-16*ii, 1.04974+1.46219*ii, 7.23587e-17+1.33565e-16*ii
.446915+1.5437*ii, -.972799-.047008*ii, -.614023+1.57807*ii, .814514+.39202*ii, -1.02557+.049558*ii, .690435+.776725*ii, .589303+.663068*ii, -.945634-.347182*ii, 1.59815-1.84736*ii, 1.53201e-16-9.05533e-17*ii, 1.1967-1.09108*ii, -1.33032e-16+6.43751e-17*ii
.911992-.88562*ii, .581133-.191297*ii, -.608935+.61833*ii, 2.15024+.660727*ii, 1.55254+.511067*ii, .066178-1.08625*ii, .136723-.249375*ii, -.103846+.181*ii, -.0866113-.0661172*ii, -8.3132e-18+5.54944e-16*ii, -.086405-.942529*ii, -4.4974e-16+1.43725e-16*ii
-.535547+1.07988*ii, -1.01495-.322999*ii, -.907566-2.2299*ii, .277278-.360287*ii, -.89466+.284718*ii, .46352-.615761*ii, -1.29477+.258195*ii, -2.49564-1.07995*ii, .763734+.686577*ii, 2.90084e-17+3.86659e-16*ii, -.488463+1.16155*ii, -2.28223e-16-2.84094e-16*ii
.3091-.0667141*ii, -.238831-.480749*ii, 1.63749-.429043*ii, .308288+.170955*ii, -.828814+1.66834*ii, 2.58413+.239637*ii, -.335909+.293966*ii, -1.62654-1.69711*ii, -1.97717-.536738*ii, -2.03808e-16-1.87615e-17*ii, .459311-1.00199*ii, 5.0217e-17-1.08999e-16*ii
-3.48497+3.08602*ii, .22551+.187986*ii, -8.58126-4.47628*ii, -1.3858+.576896*ii, 2.61632-2.18098*ii, -4.30769-2.97772*ii, -1.46173+.500093*ii, -2.82808+2.059*ii, 6.91052+5.82306*ii, 1.22346e-15-8.7466e-17*ii, -.104716+4.31486*ii, -1.23272e-15+1.00336e-15*ii
-.549942-.048244*ii, 1.67935-.348669*ii, -.749801+.373291*ii, -.335627+.227094*ii, .57086+.118523*ii, .232998+.6502*ii, -.527391-.426065*ii, -.092275-.967849*ii, -.298528+.185727*ii, -1.06281e-16+2.69239e-16*ii, .78385+.262972*ii, -4.00566e-16+5.66208e-16*ii
-2.71609-.540039*ii, 1.2106+2.34239*ii, -2.70723-.527768*ii, -2.12792-3.56345*ii, .174128-.336921*ii, -2.17257+1.54269*ii, -.0353284+.379734*ii, .0170135-.0392207*ii, .531831+.355618*ii, -2.38795e-16-1.36202e-16*ii, 1.14214+2.78558*ii, -1.75983e-16-5.20053e-16*ii
-.277214+.178502*ii, -.291506-.427375*ii, 1.7471-.664244*ii, -.319292-.128798*ii, -1.08923+1.59692*ii, 2.73763+.532254*ii, -.2751+.389142*ii, -1.79831-1.96885*ii, -1.98362-.314856*ii, -1.54038e-16+4.30557e-16*ii, .622647-.895114*ii, 1.74392e-16+2.82408e-16*ii
.514038-1.02927*ii, .724774-.179588*ii, -.241647+.776148*ii, 1.80845+.17*ii, 1.29993+.322102*ii, .077629-.559805*ii, .114085-.297366*ii, .116037-.206558*ii, -.367184-.220016*ii, -1.8563e-16+2.40604e-16*ii, .014029-.829606*ii, -2.23774e-16-1.84047e-16*ii
-3.1087+3.14821*ii, .308697+.264821*ii, -3.94753-1.64131*ii, -1.58927+.914773*ii, 1.8661-1.60086*ii, -1.31853-1.53644*ii, 1.16147-.319249*ii, -1.45226+.70799*ii, 4.62179+3.38065*ii, -2.56063e-16+5.97332e-16*ii, .182682-.0596075*ii, -7.89992e-16-2.18172e-16*ii
-1.66897-.69367*ii, .485431+2.37269*ii, -1.65419-.678194*ii, -.624543-3.45849*ii, .0827628-.404529*ii, -2.03846+.682052*ii, .130216-.309633*ii, .0297711-.0446944*ii, .419746-.364793*ii, 2.95349e-16+4.01196e-16*ii, -.300595+2.00658*ii, 3.12038e-16-8.30402e-17*ii
1.18396-1.11749*ii, .558517-.36659*ii, -.79139+1.06302*ii, 2.16837+.679388*ii, 1.25136+.821344*ii, .213661-.60512*ii, -.17409+.315922*ii, -.167575+.171903*ii, -.349432-.43962*ii, -1.05455e-16+1.67811e-16*ii, .651586-.656154*ii, -2.91756e-16-1.54322e-16*ii
-2.16601+1.49622*ii, .146415+.148924*ii, -8.55521-1.17892*ii, 1.45568-.015321*ii, 3.35694-3.41446*ii, -5.98737-2.44445*ii, -.746167+.503324*ii, -.57073+2.89522*ii, 7.67024+3.59465*ii, 1.77573e-16+8.74291e-16*ii, .005825+3.38586*ii, 1.5389e-16-7.01141e-16*ii
-1.52716+1.04413*ii, .21243+.183766*ii, -4.5221-.374941*ii, 1.45348+.13519*ii, 2.69251-2.32921*ii, -3.31266-1.96354*ii, .485873-.402204*ii, -.114247+1.52903*ii, 4.81899+2.17588*ii, -7.74377e-17-3.92086e-16*ii, -.592389+.631123*ii, -4.36764e-16-3.24713e-16*ii
1.04023+.379801*ii, -.303873-.331984*ii, 3.30637+1.19471*ii, .539303+.497316*ii, -1.50022+1.63901*ii, 3.47582+1.00978*ii, .693067-.288823*ii, -.879053-2.08758*ii, -2.33915-2.3687*ii, -3.94329e-16-2.70043e-16*ii, .408603-2.72497*ii, 1.68568e-16-2.87525e-16*ii
.709844-.848313*ii, -.980948+1.07985*ii, -.720276+.861521*ii, 2.4774-2.2043*ii, -.460901-.507369*ii, -1.53005+.229583*ii, -.139684+.0212296*ii, .00395398+.0235831*ii, .869035-2.2173*ii, -4.22563e-17+2.9484e-16*ii, -.64589+.65971*ii, -1.25631e-17+1.23037e-16*ii
-.463063+1.86079*ii, -.853436-.473199*ii, -2.00281-2.65232*ii, -.281913+.480485*ii, -.896212+.496917*ii, .468447-.801878*ii, -1.64392+.487394*ii, -3.05392-.760005*ii, 1.41202+1.18139*ii, -3.28937e-16+1.21835e-16*ii, -.041761+1.65884*ii, -1.54769e-16+2.8488e-16*ii
.496461-.792795*ii, -1.01839+1.18653*ii, -.505117+.801814*ii, 2.30599-2.28784*ii, -.416523-.485294*ii, -1.37996+.195564*ii, .117596-.0236713*ii, -.00163746-.0188659*ii, .796899-2.10575*ii, 7.14974e-16-7.63083e-17*ii, -.690038+.409345*ii, 3.5421e-16+3.94264e-16*ii
-1.50835+1.66454*ii, -.207093+.504869*ii, -1.94498-.676721*ii, -.28711-1.37588*ii, -.695456-1.69544*ii, -1.63688+.519128*ii, -.468619-.645935*ii, -.753829-.718033*ii, 2.72074-.184395*ii, 5.01518e-16+6.29893e-16*ii, -.581964+1.47429*ii, -6.21992e-17+4.46587e-16*ii
9.03917+27.5781*ii, 2.15769-12.6959*ii, 8.98619+27.4166*ii, -2.58988+37.7392*ii, .0130106+.0765545*ii, 23.4778+3.41993*ii, 19.9755-2.98775*ii, 2.34803-.351362*ii, 14.0686-10.3675*ii, -4.98265e-15+1.18441e-16*ii, 13.9822-39.4565*ii, 2.30838e-15+7.59053e-15*ii
-1.24989+.692621*ii, 1.39947+.632488*ii, -1.36403+.461549*ii, -1.03044-.328166*ii, .593359-.268168*ii, -.351702+.694635*ii, .459934-.471894*ii, .0232802-.395742*ii, .784564+.141676*ii, -1.21532e-16+9.23788e-17*ii, .801432+.088983*ii, 3.01245e-17-2.30441e-16*ii
-1.27554-.701246*ii, .533427+.442274*ii, -1.20455-.159145*ii, .823276-1.55138*ii, 1.11096-.921115*ii, -1.41822-.218706*ii, .0036139-.415051*ii, .130904-.316451*ii, .849541+.560847*ii, 1.02859e-16-1.77228e-16*ii, -.419315+.578603*ii, 2.36854e-16-6.98675e-17*ii
-1.12782+1.42292*ii, -.677912+.656299*ii, -1.69213+.805911*ii, -.226546-1.08417*ii, -.761448-.737172*ii, -.668486+1.03258*ii, .519754+.631502*ii, -.748857-.226384*ii, 2.2688-.910208*ii, 2.53926e-16-8.5923e-17*ii, 1.08852+.253848*ii, 3.17184e-16+4.2772e-16*ii
-2.83399+5.86309*ii, .76531-.19986*ii, 8.0694-7.00835*ii, .271596+.817031*ii, 1.22324+.319447*ii, -2.97354+1.45419*ii, 2.68994+2.62761*ii, -5.36682+1.1877*ii, 5.06594-2.00402*ii, -2.23817e-18-1.24285e-18*ii, 4.06015-6.4514*ii, 1.40428e-14+6.56092e-15*ii
13.4333-2.38887*ii, -21.7371-5.59013*ii, 13.3546-2.3746*ii, -5.99824-3.54423*ii, -.0431505+.011097*ii, -6.27124+10.7985*ii, 16.5016+1.22316*ii, -1.93966-.140906*ii, 2.77135+16.8738*ii, 5.32572e-17-1.35743e-17*ii, -9.47042-11.3441*ii, 7.17225e-14+7.10405e-14*ii
.510265-1.11377*ii, -.034205-.651953*ii, -2.16288-.386095*ii, -.183883+.729399*ii, -.080253+1.52964*ii, 3.69954-2.05993*ii, -.798088-.147856*ii, 1.64994-.017687*ii, .515844+2.26331*ii, -9.30741e-19+9.7113e-20*ii, -4.87156-1.19839*ii, -1.27102e-17+1.92514e-17*ii
2.5094-1.74089*ii, .89437-1.52993*ii, 2.61209-1.90078*ii, -1.41963+.507111*ii, .284777+.487148*ii, 2.41638-.370645*ii, .930606-.267603*ii, -.160762-.30449*ii, .922596-2.79006*ii, 8.04584e-18+2.02511e-17*ii, .412691+3.35097*ii, 3.57997e-16-3.31856e-16*ii
-1.43416-3.64273*ii, -.242101+.15167*ii, -.088808-6.18439*ii, .053009-2.5465*ii, -2.96631-1.85833*ii, -7.03849+.57049*ii, -.70561+.292624*ii, .155045-1.03302*ii, -3.37939+.879337*ii, 4.4888e-18+4.52996e-17*ii, .539524-.181178*ii, -1.87936e-14+1.66291e-14*ii
.719901-.076606*ii, .0187992-.0961369*ii, -8.6194-1.89389*ii, -.726444+.413448*ii, 1.95912+10.0187*ii, 1.28413-14.9229*ii, -.395104-.172396*ii, -3.52201+3.89019*ii, 3.28335-8.3171*ii, 6.03983e-19-1.76219e-18*ii, 4.47819-2.82765*ii, -9.07452e-16-7.755e-17*ii
-2.79771-6.98924*ii, 29.1803+17.5716*ii, 3.40317+6.34012*ii, -.0277721+.0550036*ii, .02515-.0151447*ii, -29.5558-8.46041*ii, -39.6163+47.0716*ii, 27.9609-9.79135*ii, 14.0659-22.6345*ii, 1.19466e-16-1.13648e-16*ii, -41.1087-36.4056*ii, -1.08786e-13+1.93738e-13*ii
-.101591+.876332*ii, .420246+.698702*ii, 1.76007+1.05187*ii, -.0880161+.486338*ii, .632147-1.05101*ii, .177767+.0522117*ii, -.887215+.057092*ii, -2.10432-.645067*ii, 2.05755+1.29138*ii, 9.76437e-18+1.36369e-17*ii, -.689893+1.93472*ii, 3.25022e-17-2.91858e-17*ii
.890203+.72009*ii, .213578-.263019*ii, -.268248+.726*ii, -1.37249-2.09122*ii, 1.86053+2.29121*ii, .718635-1.36475*ii, -.217934+.0695715*ii, .248051-.107588*ii, 2.42184-2.4043*ii, -3.7532e-19-1.93631e-17*ii, 1.85238-.630248*ii, -3.49937e-16-9.48811e-17*ii
.729474+.633685*ii, 2.02744+.01879*ii, -.66341-.667275*ii, -1.0559-.725225*ii, .49319-.0045707*ii, .978031+3.78841*ii, .37675+.0568311*ii, .135963-.0605194*ii, -1.00448+.049710*ii, -2.40377e-17-1.59947e-16*ii, 1.93558-.010999*ii, 1.42107e-16-6.18144e-17*ii
